brand,worth,worth_lo,worth_hi,n_lists
Nike,0.967400,0.929225,0.988933,60
Adidas,0.026347,0.010900,0.058208,60
PUMA,0.005900,0.000000,0.009178,60
Puma,0.000346,0.000157,0.000779,60
"Under Armour",0.000005,0.000002,0.000011,60
"New Balance",0.000002,0.000001,0.000005,60
Mizuno,0.000001,0.000000,0.000002,60
Diadora,0.000000,0.000000,0.000001,60
Umbro,0.000000,0.000000,0.000001,60
