brand,worth,worth_lo,worth_hi,n_lists
Fitbit,0.581354,0.479640,0.691573,60
Apple,0.284414,0.178963,0.410957,60
Garmin,0.132071,0.094144,0.162784,60
Samsung,0.001629,0.001192,0.001863,60
Xiaomi,0.000387,0.000000,0.000428,60
Whoop,0.000059,0.000023,0.000192,60
Suunto,0.000059,0.000024,0.000191,60
Withings,0.000014,0.000010,0.000018,60
Polar,0.000012,0.000009,0.000015,60
